Code|Name|Unnamed: 2|Latin Name|From|Group|Type|Description
FR033|Usus sapi segar||||Daging dan Unggas|Mentah|
FR034|Ulat sagu segar||||Daging dan Unggas|Mentah|
GP001|Dendeng bekicot mentah||||Ikan dan Makanan Laut Lainnya|Olahan/Produk|
GP002|Belut goreng||||Ikan dan Makanan Laut Lainnya|Olahan/Produk|
GP003|Cumi goreng||||Ikan dan Makanan Laut Lainnya|Olahan/Produk|
GP004|Ikan asin kering||||Ikan dan Makanan Laut Lainnya|Olahan/Produk|
GP005|Masakan bandeng presto||||Ikan dan Makanan Laut Lainnya|Olahan/Produk|
GP006|Ikan baung bakar||||Ikan dan Makanan Laut Lainnya|Olahan/Produk|
GP007|Ikan belida bakar||||Ikan dan Makanan Laut Lainnya|Olahan/Produk|
GP008|Cakalang asap mentah||||Ikan dan Makanan Laut Lainnya|Olahan/Produk|
GP009|Cakalang asin mentah||||Ikan dan Makanan Laut Lainnya|Olahan/Produk|
GP010|Ikan peda mentah||||Ikan dan Makanan Laut Lainnya|Olahan/Produk|
GP011|Ikan gabus asap mentah||||Ikan dan Makanan Laut Lainnya|Olahan/Produk|
GP012|Ikan gabus kering||||Ikan dan Makanan Laut Lainnya|Olahan/Produk|
GP013|Ikan gete goreng||||Ikan dan Makanan Laut Lainnya|Olahan/Produk|
GP014|Ikan hiu kering||||Ikan dan Makanan Laut Lainnya|Olahan/Produk|
GP015|Kakap hijau asin||||Ikan dan Makanan Laut Lainnya|Olahan/Produk|
GP016|Keumamah kering||||Ikan dan Makanan Laut Lainnya|Olahan/Produk|
GP017|Lele bakar||||Ikan dan Makanan Laut Lainnya|Olahan/Produk|
GP018|Lomak asin mentah||||Ikan dan Makanan Laut Lainnya|Olahan/Produk|
GP019|Pepes ikan mas||||Ikan dan Makanan Laut Lainnya|Olahan/Produk|
GP020|Nila goreng||||Ikan dan Makanan Laut Lainnya|Olahan/Produk|
GP021|pepes nila||||Ikan dan Makanan Laut Lainnya|Olahan/Produk|
GP022|Dendeng nila mentah||||Ikan dan Makanan Laut Lainnya|Olahan/Produk|
GP023|Ikan papuyu bakar||||Ikan dan Makanan Laut Lainnya|Olahan/Produk|
GP024|Patin bakar||||Ikan dan Makanan Laut Lainnya|Olahan/Produk|
GP025|Ikan peda banjar mentah||||Ikan dan Makanan Laut Lainnya|Olahan/Produk|
GP026|Ikan pepetek mentah||||Ikan dan Makanan Laut Lainnya|Olahan/Produk|
GP027|Ikan pindang banjar mentah||||Ikan dan Makanan Laut Lainnya|Olahan/Produk|
GP028|Ikan pindang benggol mentah||||Ikan dan Makanan Laut Lainnya|Olahan/Produk|
GP029|Pindang layang mentah||||Ikan dan Makanan Laut Lainnya|Olahan/Produk|
GP030|Pindang selar mentah||||Ikan dan Makanan Laut Lainnya|Olahan/Produk|
GP031|Lele asap mentah||||Ikan dan Makanan Laut Lainnya|Olahan/Produk|
GP032|Ikan seluang kering mentah||||Ikan dan Makanan Laut Lainnya|Olahan/Produk|
GP033|Masakan ikan hara||||Ikan dan Makanan Laut Lainnya|Olahan/Produk|
GP034|Ikan selar mentah||||Ikan dan Makanan Laut Lainnya|Olahan/Produk|
GP035|Ikan selar kuning kering mentah||||Ikan dan Makanan Laut Lainnya|Olahan/Produk|
GP036|Ikan sepat kering mentah||||Ikan dan Makanan Laut Lainnya|Olahan/Produk|
GP037|Kerapu macan asin mentah||||Ikan dan Makanan Laut Lainnya|Olahan/Produk|
GP038|Ikan giling mentah||||Ikan dan Makanan Laut Lainnya|Olahan/Produk|
GP039|Teri nasi kering mentah||||Ikan dan Makanan Laut Lainnya|Olahan/Produk|
GP040|Teri giling mentah||||Ikan dan Makanan Laut Lainnya|Olahan/Produk|
GP041|Teri kering mentah||||Ikan dan Makanan Laut Lainnya|Olahan/Produk|
GP042|Teri tawar kering mentah||||Ikan dan Makanan Laut Lainnya|Olahan/Produk|
GP043|Teri giling mentah||||Ikan dan Makanan Laut Lainnya|Olahan/Produk|
GP044|Kerang asap mentah||||Ikan dan Makanan Laut Lainnya|Olahan/Produk|
GP045|Dendeng kerang mentah||||Ikan dan Makanan Laut Lainnya|Olahan/Produk|
GP046|Udang rebon kering mentah||||Ikan dan Makanan Laut Lainnya|Olahan/Produk|
GP047|Rebung laut mentah||||Ikan dan Makanan Laut Lainnya|Olahan/Produk|
GP048|Rusip||||Ikan dan Makanan Laut Lainnya|Olahan/Produk|
GP049|Sarden kalengan||||Ikan dan Makanan Laut Lainnya|Olahan/Produk|
GP050|Dendeng teripang mentah||||Ikan dan Makanan Laut Lainnya|Olahan/Produk|
GP051|Udang kering mentah||||Ikan dan Makanan Laut Lainnya|Olahan/Produk|
GP052|Udang kecil mentah||||Ikan dan Makanan Laut Lainnya|Olahan/Produk|
GP053|Abon ikan gabus||||Ikan dan Makanan Laut Lainnya|Olahan/Produk|
GP054|Abon ikan||||Ikan dan Makanan Laut Lainnya|Olahan/Produk|
GP055|Masakan wadi betok||||Ikan dan Makanan Laut Lainnya|Olahan/Produk|
GP056|Masakan bou ninahu ndamate||||Ikan dan Makanan Laut Lainnya|Olahan/Produk|
GP057|Masakan bouiki ninahu nggaluku||||Ikan dan Makanan Laut Lainnya|Olahan/Produk|
GP058|Cakalang asap (asap papua)||||Ikan dan Makanan Laut Lainnya|Olahan/Produk|
GP059|Dendeng belut goreng||||Ikan dan Makanan Laut Lainnya|Olahan/Produk|
GP060|Dendeng nila goreng||||Ikan dan Makanan Laut Lainnya|Olahan/Produk|
GP061|Fillet o-fish||||Ikan dan Makanan Laut Lainnya|Olahan/Produk|
GP062|Asam padeh gete||||Ikan dan Makanan Laut Lainnya|Olahan/Produk|
GP063|Gulai asam keueung||||Ikan dan Makanan Laut Lainnya|Olahan/Produk|
GP064|Gulai ikan paya||||Ikan dan Makanan Laut Lainnya|Olahan/Produk|
GP065|Gulai ikan||||Ikan dan Makanan Laut Lainnya|Olahan/Produk|
GP066|Gulai keumamah||||Ikan dan Makanan Laut Lainnya|Olahan/Produk|
GP067|Gulai tiram||||Ikan dan Makanan Laut Lainnya|Olahan/Produk|
GP068|Gurami asam manis||||Ikan dan Makanan Laut Lainnya|Olahan/Produk|
GP069|Ikan asap merah||||Ikan dan Makanan Laut Lainnya|Olahan/Produk|
GP070|Patin goreng||||Ikan dan Makanan Laut Lainnya|Olahan/Produk|
GP071|Jukku pallu kaloa||||Ikan dan Makanan Laut Lainnya|Olahan/Produk|
GP072|Kaholeo||||Ikan dan Makanan Laut Lainnya|Olahan/Produk|
GP073|Lawara penjah||||Ikan dan Makanan Laut Lainnya|Olahan/Produk|
GP074|Model||||Ikan dan Makanan Laut Lainnya|Olahan/Produk|
GP075|Acar kuning nila||||Ikan dan Makanan Laut Lainnya|Olahan/Produk|
GP076|Parede baleh||||Ikan dan Makanan Laut Lainnya|Olahan/Produk|
GP077|Pempek adaan||||Ikan dan Makanan Laut Lainnya|Olahan/Produk|
GP078|Pempek belida||||Ikan dan Makanan Laut Lainnya|Olahan/Produk|
GP079|Pempek kapal selam||||Ikan dan Makanan Laut Lainnya|Olahan/Produk|
GP080|Pempek kelesan||||Ikan dan Makanan Laut Lainnya|Olahan/Produk|
GP081|Pempek kulit||||Ikan dan Makanan Laut Lainnya|Olahan/Produk|
GP082|Pempek telur||||Ikan dan Makanan Laut Lainnya|Olahan/Produk|
GP083|Pempek tenggiri||||Ikan dan Makanan Laut Lainnya|Olahan/Produk|
GP084|Pencok lele||||Ikan dan Makanan Laut Lainnya|Olahan/Produk|
GP085|Pinda||||Ikan dan Makanan Laut Lainnya|Olahan/Produk|
GP086|Pindang kenari||||Ikan dan Makanan Laut Lainnya|Olahan/Produk|
GP087|Saboko gurita||||Ikan dan Makanan Laut Lainnya|Olahan/Produk|
GP088|Saboko saltan||||Ikan dan Makanan Laut Lainnya|Olahan/Produk|
GP089|Saboko sarden||||Ikan dan Makanan Laut Lainnya|Olahan/Produk|
GP090|Sate bandeng||||Ikan dan Makanan Laut Lainnya|Olahan/Produk|
GP091|Sepi||||Ikan dan Makanan Laut Lainnya|Olahan/Produk|
GP092|Tekwan||||Ikan dan Makanan Laut Lainnya|Olahan/Produk|
GP093|Teri balado||||Ikan dan Makanan Laut Lainnya|Olahan/Produk|
GP094|Tumis bandeng||||Ikan dan Makanan Laut Lainnya|Olahan/Produk|
GP095|Tumis keumamah||||Ikan dan Makanan Laut Lainnya|Olahan/Produk|
GR001|Ikan tawes segar||||Ikan dan Makanan Laut Lainnya|Mentah|
GR002|Ikan giru segar||||Ikan dan Makanan Laut Lainnya|Mentah|
GR003|Ikan kakap sirip hitam segar||||Ikan dan Makanan Laut Lainnya|Mentah|
GR004|Ikan bandeng segar||||Ikan dan Makanan Laut Lainnya|Mentah|
GR005|Ikan kembung segar||||Ikan dan Makanan Laut Lainnya|Mentah|
GR006|Ikan baronang segar||||Ikan dan Makanan Laut Lainnya|Mentah|
GR007|Ikan seluang segar||||Ikan dan Makanan Laut Lainnya|Mentah|
GR008|Ikan baung segar||||Ikan dan Makanan Laut Lainnya|Mentah|
GR009|Ikan bawal perak segar||||Ikan dan Makanan Laut Lainnya|Mentah|
GR010|Ikan belida segar||||Ikan dan Makanan Laut Lainnya|Mentah|
GR011|Belut sawah segar||||Ikan dan Makanan Laut Lainnya|Mentah|
GR012|Belut laut segar||||Ikan dan Makanan Laut Lainnya|Mentah|
GR013|Ikan bintik segar||||Ikan dan Makanan Laut Lainnya|Mentah|
GR014|Ikan gurami cium segar||||Ikan dan Makanan Laut Lainnya|Mentah|
GR015|Ikan mas segar||||Ikan dan Makanan Laut Lainnya|Mentah|
GR016|Ikan kuwe gerong segar||||Ikan dan Makanan Laut Lainnya|Mentah|
GR017|Ikan haring segar||||Ikan dan Makanan Laut Lainnya|Mentah|
GR018|Ikan cakalang segar||||Ikan dan Makanan Laut Lainnya|Mentah|
GR019|Hati cakalang segar||||Ikan dan Makanan Laut Lainnya|Mentah|
GR020|Jantung cakalang segar||||Ikan dan Makanan Laut Lainnya|Mentah|
GR021|Perut cakalang segar||||Ikan dan Makanan Laut Lainnya|Mentah|
GR022|Cumi-cumi segar||||Ikan dan Makanan Laut Lainnya|Mentah|
GR023|Ikan daun segar||||Ikan dan Makanan Laut Lainnya|Mentah|
GR024|Ikan ekor kuning segar||||Ikan dan Makanan Laut Lainnya|Mentah|
GR025|Ikan gabus segar||||Ikan dan Makanan Laut Lainnya|Mentah|
GR026|Ikan heu segar||||Ikan dan Makanan Laut Lainnya|Mentah|
GR027|Ikan rohu segar||||Ikan dan Makanan Laut Lainnya|Mentah|
GR028|Ikan hiu segar||||Ikan dan Makanan Laut Lainnya|Mentah|
GR029|Ikan jarum segar||||Ikan dan Makanan Laut Lainnya|Mentah|
GR030|Ikan kakap segar||||Ikan dan Makanan Laut Lainnya|Mentah|
GR031|Ikan kakatua segar||||Ikan dan Makanan Laut Lainnya|Mentah|
GR032|Ikan air tawar mas segar||||Ikan dan Makanan Laut Lainnya|Mentah|
GR033|Ikan kamera segar||||Ikan dan Makanan Laut Lainnya|Mentah|
GR034|Ikan tempang melayu segar||||Ikan dan Makanan Laut Lainnya|Mentah|
GR035|Ikan tongkol segar||||Ikan dan Makanan Laut Lainnya|Mentah|
GR036|Ikan kembung india segar||||Ikan dan Makanan Laut Lainnya|Mentah|
GR037|Bekicot segar||||Ikan dan Makanan Laut Lainnya|Mentah|
GR038|Kepiting segar||||Ikan dan Makanan Laut Lainnya|Mentah|
GR039|Kerang segar||||Ikan dan Makanan Laut Lainnya|Mentah|
GR040|Ikan buntal segar||||Ikan dan Makanan Laut Lainnya|Mentah|
GR041|Kerang laut besar segar||||Ikan dan Makanan Laut Lainnya|Mentah|
GR042|Katak segar||||Ikan dan Makanan Laut Lainnya|Mentah|
GR043|Penyu segar||||Ikan dan Makanan Laut Lainnya|Mentah|
GR044|Ikan senangin segar||||Ikan dan Makanan Laut Lainnya|Mentah|
GR045|Ikan patin segar||||Ikan dan Makanan Laut Lainnya|Mentah|
GR046|Ikan layang segar||||Ikan dan Makanan Laut Lainnya|Mentah|
GR047|Ikan layur segar||||Ikan dan Makanan Laut Lainnya|Mentah|
GR048|Ikan kembung segar||||Ikan dan Makanan Laut Lainnya|Mentah|
GR049|Ikan lemuru bali segar||||Ikan dan Makanan Laut Lainnya|Mentah|
GR050|Ikan lidah segar||||Ikan dan Makanan Laut Lainnya|Mentah|
GR051|Kerang bakau segar||||Ikan dan Makanan Laut Lainnya|Mentah|
GR052|Ikan layang segar||||Ikan dan Makanan Laut Lainnya|Mentah|
GR053|Ikan mamar merah segar||||Ikan dan Makanan Laut Lainnya|Mentah|
GR054|Ikan mas eropa segar||||Ikan dan Makanan Laut Lainnya|Mentah|
GR055|Ikan patin segar||||Ikan dan Makanan Laut Lainnya|Mentah|
GR056|Ikan nila segar||||Ikan dan Makanan Laut Lainnya|Mentah|
GR057|Ikan nasu metti segar||||Ikan dan Makanan Laut Lainnya|Mentah|
GR058|Ikan paling segar||||Ikan dan Makanan Laut Lainnya|Mentah|
GR059|Ikan papuyu segar||||Ikan dan Makanan Laut Lainnya|Mentah|
GR060|Ikan patin segar||||Ikan dan Makanan Laut Lainnya|Mentah|
GR061|Ikan pomo segar||||Ikan dan Makanan Laut Lainnya|Mentah|
GR062|Ikan baung segar||||Ikan dan Makanan Laut Lainnya|Mentah|
GR063|Rajungan segar||||Ikan dan Makanan Laut Lainnya|Mentah|
GR064|Udang rebon segar||||Ikan dan Makanan Laut Lainnya|Mentah|
GR065|Ikan seluang segar||||Ikan dan Makanan Laut Lainnya|Mentah|
GR066|Ikan sarden segar||||Ikan dan Makanan Laut Lainnya|Mentah|
GR067|Ikan selar segar||||Ikan dan Makanan Laut Lainnya|Mentah|
GR068|Ikan sepat segar||||Ikan dan Makanan Laut Lainnya|Mentah|
GR069|Belut dwiwarna segar||||Ikan dan Makanan Laut Lainnya|Mentah|
GR070|Ikan kerapu macan segar||||Ikan dan Makanan Laut Lainnya|Mentah|
GR071|Ikan toman segar||||Ikan dan Makanan Laut Lainnya|Mentah|
GR072|Ikan sale segar||||Ikan dan Makanan Laut Lainnya|Mentah|
GR073|Ikan tarmon segar||||Ikan dan Makanan Laut Lainnya|Mentah|
GR074|Ikan tilan segar||||Ikan dan Makanan Laut Lainnya|Mentah|
GR075|Ikan tembang segar||||Ikan dan Makanan Laut Lainnya|Mentah|
GR076|Ikan tapah segar||||Ikan dan Makanan Laut Lainnya|Mentah|
GR077|Ikan terbang segar||||Ikan dan Makanan Laut Lainnya|Mentah|
GR078|Ikan teri segar||||Ikan dan Makanan Laut Lainnya|Mentah|
GR079|Ikan kiper segar||||Ikan dan Makanan Laut Lainnya|Mentah|
GR080|Ikan tongkol segar||||Ikan dan Makanan Laut Lainnya|Mentah|
GR081|Ikan turi segar||||Ikan dan Makanan Laut Lainnya|Mentah|
GR082|Udang windu besar segar||||Ikan dan Makanan Laut Lainnya|Mentah|
GR083|Udang galah segar||||Ikan dan Makanan Laut Lainnya|Mentah|
GR084|Udang segar||||Ikan dan Makanan Laut Lainnya|Mentah|
HP001|Telur dadar ayam||||telur|Olahan/Produk|
HP002|Telur bebek asin mentah||||telur|Olahan/Produk|
HP003|Telur dadar bebek||||telur|Olahan/Produk|
HP004|Telur ikan asin mentah||||telur|Olahan/Produk|
HP005|Masakan bayau mi balu||||telur|Olahan/Produk|
HP006|Masakan cucuru bayau||||telur|Olahan/Produk|
HP007|Kalio telur||||telur|Olahan/Produk|
HR001|Telur ayam kampung segar||||telur|Mentah|
HR002|Telur ayam negeri segar||||telur|Mentah|
HR003|Kuning telur ayam negeri segar||||telur|Mentah|
HR004|Putih telur ayam negeri segar||||telur|Mentah|
HR005|Telur itik alabio segar||||telur|Mentah|
HR006|Kuning telur bebek segar||||telur|Mentah|
HR007|Putih telur bebek segar||||telur|Mentah|
HR008|Telur bebek domestik segar||||telur|Mentah|
HR009|Telur maleo segar||||telur|Mentah|
HR010|Telur penyu segar||||telur|Mentah|
HR011|Telur puyuh segar||||telur|Mentah|
JP001|Es krim||||Susu dan Produk Susu|Olahan/Produk|
JP002|Hangop||||Susu dan Produk Susu|Olahan/Produk|
JP003|Keju||||Susu dan Produk Susu|Olahan/Produk|
JP004|Keju quark||||Susu dan Produk Susu|Olahan/Produk|
JP005|Susu bubuk asam untuk bayi||||Susu dan Produk Susu|Olahan/Produk|
JP006|Susu bubuk||||Susu dan Produk Susu|Olahan/Produk|
JP007|Susu kental manis||||Susu dan Produk Susu|Olahan/Produk|
JP008|Susu kental tawar||||Susu dan Produk Susu|Olahan/Produk|
JP009|Susu bubuk skim||||Susu dan Produk Susu|Olahan/Produk|
JP010|Susu skim segar||||Susu dan Produk Susu|Olahan/Produk|
JP011|Yogurt segar||||Susu dan Produk Susu|Olahan/Produk|
JR001|Krim segar||||Susu dan Produk Susu|Mentah|
JR002|Air Susu Ibu (ASI)||||Susu dan Produk Susu|Mentah|
JR003|Susu kambing segar||||Susu dan Produk Susu|Mentah|
JR004|Susu kerbau segar||||Susu dan Produk Susu|Mentah|
JR005|Susu kuda segar||||Susu dan Produk Susu|Mentah|
JR006|Susu sapi segar||||Susu dan Produk Susu|Mentah|
KP001|Margarin||||Lemak dan Minyak|Olahan/Produk|
KP002|Mentega||||Lemak dan Minyak|Olahan/Produk|
KP003|Santan (dengan air)||||Lemak dan Minyak|Olahan/Produk|
KP004|Santan kental||||Lemak dan Minyak|Olahan/Produk|
KR001|Daging kelapa setengah tua segar||||Lemak dan Minyak|Mentah|
KR002|Daging kelapa tua segar||||Lemak dan Minyak|Mentah|
KR003|Lemak babi||||Lemak dan Minyak|Mentah|
KR004|Lemak babi (bacon)||||Lemak dan Minyak|Mentah|
KR005|Lemak ikan||||Lemak dan Minyak|Mentah|
KR006|Gajih kerbau (gajih sapi)||||Lemak dan Minyak|Mentah|
KR007|Minyak hati ikan hiu||||Lemak dan Minyak|Mentah|
KR008|Minyak ikan||||Lemak dan Minyak|Mentah|
KR009|Minyak kacang||||Lemak dan Minyak|Mentah|
KR010|Minyak kedelai||||Lemak dan Minyak|Mentah|
KR011|Minyak kelapa||||Lemak dan Minyak|Mentah|
KR012|Minyak sawit||||Lemak dan Minyak|Mentah|
KR013|Minyak wijen||||Lemak dan Minyak|Mentah|
KR014|Minyak zaitun||||Lemak dan Minyak|Mentah|
MP001|Cokelat batangan manis||||manisan|Olahan/Produk|
MP002|Cokelat batangan pahit||||manisan|Olahan/Produk|
MP003|Cokelat batangan susu||||manisan|Olahan/Produk|
MP004|Cokelat bubuk||||manisan|Olahan/Produk|
MP005|Gula aren||||manisan|Olahan/Produk|
MP006|Gula kelapa||||manisan|Olahan/Produk|
MP007|Gula pasir||||manisan|Olahan/Produk|
MP008|Selai||||manisan|Olahan/Produk|
MP009|Kopi bubuk instan||||manisan|Olahan/Produk|
MP010|Madu||||manisan|Olahan/Produk|
MP011|Sirup markisa||||manisan|Olahan/Produk|
MP012|Sirup markisa BD||||manisan|Olahan/Produk|
MP013|Tetes tebu||||manisan|Olahan/Produk|
MP014|Sirup||||manisan|Olahan/Produk|
MP015|Sirup pirous||||manisan|Olahan/Produk|
MP016|Daun teh hijau kering||||manisan|Olahan/Produk|
MP017|Daun teh hitam kering||||manisan|Olahan/Produk|
MP018|Daun teh melati kering||||manisan|Olahan/Produk|
NP001|Terasi udang fermentasi / Balichong||||Rempah rempah|Olahan/Produk|
NP002|Ikan fermentasi / Bekasam||||Rempah rempah|Olahan/Produk|
NP003|Bekasang (perut ikan fermentasi)||||Rempah rempah|Olahan/Produk|
NP004|Cuka||||Rempah rempah|Olahan/Produk|
NP005|Kecap manis||||Rempah rempah|Olahan/Produk|
NP006|Petis||||Rempah rempah|Olahan/Produk|
NP007|Terasi udang kering||||Rempah rempah|Olahan/Produk|
NP008|Terasi udang||||Rempah rempah|Olahan/Produk|
NP009|Saus tomat||||Rempah rempah|Olahan/Produk|
NP010|Tempoyak||||Rempah rempah|Olahan/Produk|
NP011|Belacan||||Rempah rempah|Olahan/Produk|
NP012|Belacan dobo||||Rempah rempah|Olahan/Produk|
NP013|Belacan merah||||Rempah rempah|Olahan/Produk|
NR001|Asam arang coklat segar||||Rempah rempah|Mentah|
NR002|Asam arang merah segar||||Rempah rempah|Mentah|
NR003|Asam gelugur kering||||Rempah rempah|Mentah|
NR004|Asam gelugur segar||||Rempah rempah|Mentah|
NR005|Asam jawa matang pohon segar||||Rempah rempah|Mentah|
NR006|Asam payak segar||||Rempah rempah|Mentah|
NR007|Bawang merah segar||||Rempah rempah|Mentah|
NR008|Bawang putih segar||||Rempah rempah|Mentah|
NR009|Temu kunci segar||||Rempah rempah|Mentah|
NR010|Lengkuas segar||||Rempah rempah|Mentah|
NR011|Paprika merah segar||||Rempah rempah|Mentah|
NR012|Cabai hijau segar||||Rempah rempah|Mentah|
NR013|Cabai merah kering||||Rempah rempah|Mentah|
NR014|Cabai merah segar||||Rempah rempah|Mentah|
NR015|Cabai rawit segar||||Rempah rempah|Mentah|
NR016|Cengkeh kering||||Rempah rempah|Mentah|
NR017|Daun salam bubuk||||Rempah rempah|Mentah|
NR018|Jahe segar||||Rempah rempah|Mentah|
NR019|Kemiri||||Rempah rempah|Mentah|
NR020|Ketumbar kering||||Rempah rempah|Mentah|
NR021|Kluwek||||Rempah rempah|Mentah|
NR022|Kunyit segar||||Rempah rempah|Mentah|
NR023|Lada kering||||Rempah rempah|Mentah|
NR024|Biji pala kering||||Rempah rempah|Mentah|
PR001|Air kelapa muda segar||||Minuman Non-Alkohol|Mentah|
